time = 0.10:
r,0,Cn,-0.00081972782
r,0.52083333,Cn,0.063902829
r,1.0416667,Cn,0.36689207
r,1.5625,Cn,0.91946164
r,2.0833333,Cn,1.680674
r,2.6041667,Cn,2.7934822
r,3.125,Cn,4.0083556
r,3.6458333,Cn,5.3634664
r,4.1666667,Cn,6.7555792
time = 0.20:
r,0.52083333,Cn,0.099729193
r,1.0416667,Cn,0.55224592
r,1.5625,Cn,1.4389202
r,2.0833333,Cn,2.6575182
r,2.6041667,Cn,4.0009668
r,3.125,Cn,5.2046895
r,3.6458333,Cn,5.7490158
r,4.1666667,Cn,4.1576092
time = 0.30:
r,1.3463233e-26,Cn,0.0098231059
r,0.52083333,Cn,0.14116454
r,1.0416667,Cn,0.71131021
r,1.5625,Cn,1.757037
r,2.0833333,Cn,3.1177316
r,2.6041667,Cn,4.52312
r,3.125,Cn,5.5718617
r,3.6458333,Cn,5.5450268
r,4.1666667,Cn,3.6040881
time = 0.40:
r,0,Cn,0.012882079
r,0.52083333,Cn,0.15581421
r,1.0416667,Cn,0.74312632
r,1.5625,Cn,1.7856361
r,2.0833333,Cn,3.0908558
r,2.6041667,Cn,4.3551531
r,3.125,Cn,5.1617128
r,3.6458333,Cn,4.8245111
r,4.1666667,Cn,2.9164392
time = 0.50:
r,0.52083333,Cn,0.011064006
r,1.0416667,Cn,-0.085357147
r,1.5625,Cn,-0.36167529
r,2.0833333,Cn,-0.89088661
r,2.6041667,Cn,-1.7023367
r,3.125,Cn,-2.6145506
r,3.6458333,Cn,-3.07038
r,4.1666667,Cn,-2.0733799
