time = 0.10:
r,0.52083333,Cn,0.17756772
r,1.0416667,Cn,0.38803708
r,1.5625,Cn,0.64197323
r,2.0833333,Cn,1.0855099
r,2.6041667,Cn,1.7305634
r,3.125,Cn,2.5590112
r,3.6458333,Cn,3.4240506
r,4.1666667,Cn,3.9919345
r,4.6875,Cn,4.3710416
r,5.2083333,Cn,4.7892454
r,5.7291667,Cn,3.4891018
time = 0.20:
r,0.52083333,Cn,0.25658763
r,1.0416667,Cn,0.67010841
r,1.5625,Cn,1.2431652
r,2.0833333,Cn,2.0333014
r,2.6041667,Cn,3.0189717
r,3.125,Cn,4.1239372
r,3.6458333,Cn,5.1761307
r,4.1666667,Cn,5.8105724
r,4.6875,Cn,5.7150601
r,5.2083333,Cn,4.6696515
r,5.7291667,Cn,2.5213347
time = 0.30:
r,0.52083333,Cn,0.36675958
r,1.0416667,Cn,0.92201279
r,1.5625,Cn,1.684481
r,2.0833333,Cn,2.6202763
r,2.6041667,Cn,3.6439939
r,3.125,Cn,4.5842288
r,3.6458333,Cn,5.1651927
r,4.1666667,Cn,5.1816615
r,4.6875,Cn,4.7080263
r,5.2083333,Cn,3.6867696
r,5.7291667,Cn,2.0458417
time = 0.40:
r,0.52083333,Cn,0.43820475
r,1.0416667,Cn,1.0168584
r,1.5625,Cn,1.7693114
r,2.0833333,Cn,2.6541865
r,2.6041667,Cn,3.5539682
r,3.125,Cn,4.2676345
r,3.6458333,Cn,4.6048529
r,4.1666667,Cn,4.4829555
r,4.6875,Cn,3.9512966
r,5.2083333,Cn,3.0197313
r,5.7291667,Cn,1.6535974
time = 0.50:
r,0.52083333,Cn,0.10700716
r,1.0416667,Cn,-0.041519631
r,1.5625,Cn,-0.35615206
r,2.0833333,Cn,-0.79507059
r,2.6041667,Cn,-1.3131115
r,3.125,Cn,-1.8662719
r,3.6458333,Cn,-2.3634341
r,4.1666667,Cn,-2.6221767
r,4.6875,Cn,-2.5201653
r,5.2083333,Cn,-1.9632879
r,5.7291667,Cn,-0.89301529
