z - Cn
y - t_hat
x - r/c:,0.0,0.5208333333333334,1.0416666666666667,1.5625,2.0833333333333335,2.604166666666667,3.125,3.6458333333333335,4.166666666666667
stroke = 1:
0.05,0.004272885032479207,0.46241722904982313,1.1226202278344195,1.8451667714794975,2.5679091313474327,3.1123786396598176,3.360293615090228,3.1479089052495124,2.2271143651422642
0.10,0.00841488832818093,0.46018638347256025,1.1388336214218717,2.074138427853682,3.1368201791870707,4.193344866786928,4.927699377453099,4.949051585677554,3.811633217285981
0.15,0.0049135727301943075,0.37881630939763566,1.0631100763567052,2.1113199103852875,3.4067272492731524,4.63323076935269,5.240502925696114,4.858812830153166,3.342816877423891
0.20,0.012208353863683267,0.4537480198577717,1.250752488635366,2.440234532036606,3.8881326347719116,5.157992813409575,5.462200300845299,4.629885897121619,2.840327230894686
0.25,0.015436045891197195,0.5184265418337667,1.378048049500995,2.635004555752944,4.0964945741601975,5.383697192297528,5.721034547606922,4.79833535580284,2.79292667667935
0.30,0.018522169923946005,0.5704822092302606,1.4626090382137886,2.732475552609603,4.170506654464651,5.405760294163286,5.771981971509834,4.858679434416328,2.878417566277032
0.35,0.022875866457622414,0.6099754303120266,1.523943620632545,2.786305942490987,4.229255470357029,5.39575945878013,5.655054713033756,4.731314344791336,2.8821585291206477
0.40,0.02674399945266012,0.6954887930066583,1.6072960574639792,2.8255315183225393,4.054957040168805,4.996839639223117,5.081457368964326,4.174506321552249,2.4663414286316874
0.45,0.027447217806242846,0.6274478549586582,1.1593463002097046,1.7909761648068436,2.1848886401640524,2.435171832015475,2.2442489864205224,1.573305288915056,0.6647523448767465
0.50,0.008430269068157468,-0.04274352606009775,-0.42515010835962086,-1.0590119246772765,-1.8019375108085496,-2.5348816637541316,-2.9811440004528342,-2.692095947596169,-1.438814634923986
stroke = 5:
0.05,-0.010039327220045625,0.21547502116689035,0.5713430809555676,1.0526235477854309,1.7307937959192767,2.588900628362116,3.54097995400627,4.491820064282055,4.291436868462876
0.10,-0.0027063432024408223,0.32382461416955216,0.6163986489621458,1.1067771844476084,1.8712436131086978,2.917313365136948,3.8778925622974905,4.500839472483485,4.501298608094892
0.15,0.002267803236032477,0.3461765689153334,0.7832555001045608,1.5333390524257622,2.6611765369886466,4.171955175302117,5.943865349481113,6.943764753618068,4.219787365738779
0.20,0.009349111796453917,0.4600402930580445,1.1030662665081943,2.039934504065184,3.2468569013863524,4.597940064917709,5.82949189000601,5.683642703524932,3.534268602484278
0.25,0.01583678338701845,0.5401216326365955,1.3167054120352537,2.392930111380047,3.6335522524435966,4.8642773600903695,5.428245681534869,4.909887251609967,3.146124927908781
0.30,0.02053322757077686,0.5940143530661848,1.4433136723989655,2.5995371172475212,3.8899028357897114,5.032093864054299,5.339642836043444,4.614276693584306,2.94699321650243
0.35,0.02447661273735871,0.6271640747452729,1.5106345027542636,2.6823218530076938,3.9910649274124776,5.015461175215595,5.161036885404061,4.413021440166229,2.7990527406182872
0.40,0.027247839719985154,0.7203597292023689,1.622876488476367,2.7580814695808678,3.863897712749529,4.615942108957291,4.553412274775616,3.744089003864674,2.2874046558527423
0.45,0.03195904035186939,0.7751865033514114,1.3730864370203721,1.9726294497727221,2.30853188972217,2.3664815025335235,1.925082238834235,1.134618515472474,0.41534352742647196
0.50,0.018978091031850285,0.2328980858210265,-0.05211237529306907,-0.6474320958058691,-1.3847739143019617,-2.157734752266934,-2.728841340819052,-2.6812228284075297,-1.658174059309868
stroke = wake:
0.05,-0.014312212252524832,-0.24694220788293278,-0.5512771468788519,-0.7925432236940666,-0.837115335428156,-0.5234780112977018,0.18068633891604202,1.3439111590325425,2.0643225033206116
0.10,-0.011121231530621752,-0.13636176930300808,-0.5224349724597259,-0.9673612434060734,-1.2655765660783729,-1.2760315016499804,-1.0498068151556081,-0.44821211319406906,0.6896653908089112
0.15,-0.0026457694941618305,-0.03263974048230228,-0.2798545762521444,-0.5779808579595254,-0.7455507122845058,-0.46127559405057283,0.7033624237849994,2.084951923464902,0.8769704883148881
0.20,-0.0028592420672293502,0.006292273200272813,-0.14768622212717175,-0.40030002797142217,-0.6412757333855592,-0.5600527484918665,0.36729158916071114,1.0537568064033138,0.6939413715895921
0.25,0.0004007374958212538,0.02169509080282883,-0.06134263746574131,-0.24207444437289682,-0.4629423217166009,-0.5194198322071584,-0.292788866072053,0.11155189580712666,0.35319825122943094
0.30,0.0020110576468308564,0.02353214383592417,-0.019295365814823162,-0.13293843536208172,-0.28060381867493955,-0.3736664301089867,-0.4323391354663899,-0.2444027408320224,0.06857565022539802
0.35,0.0016007462797362967,0.017188644433246303,-0.013309117878281373,-0.1039840894832933,-0.23819054294455144,-0.3802982835645352,-0.49401782762969493,-0.31829290462510684,-0.0831057885023605
0.40,0.0005038402673250356,0.02487093619571057,0.015580431012387708,-0.0674500487416716,-0.19105932741927623,-0.38089753026582596,-0.5280450941887098,-0.43041731768757474,-0.17893677277894504
0.45,0.004511822545626543,0.1477386483927532,0.2137401368106675,0.18165328496587851,0.12364324955811767,-0.06869032948195164,-0.3191667475862874,-0.4386867734425821,-0.24940881745027454
0.50,0.010547821963692817,0.27564161188112424,0.3730377330665518,0.4115798288714073,0.41716359650658785,0.3771469114871975,0.25230265963378207,0.010873119188639535,-0.21935942438588185
