z - Cn
y - t_hat
x - r/c:,0.0,0.5208333333333334,1.0416666666666667,1.5625,2.0833333333333335,2.604166666666667
stroke = 1:
0.05,0.011790002382823243,1.149277637587763,2.5805158410259064,3.5482242406683624,4.160543518105674,3.242913015058561
0.10,0.0132495290021682,1.046705650994775,2.428296264502186,3.8897400507317803,4.8889235833605245,4.562739997758863
0.15,0.015378010710707057,0.6985158757446284,1.9523894656144098,3.7784082132418457,4.937368027217449,4.564881564225213
0.20,0.019297702994757537,0.8164132150283501,2.248382890001599,4.2594737614161895,5.54602437266593,4.39185040127053
0.25,0.0249912447301779,0.9133483891049692,2.444654406991909,4.53693114858465,5.888157434617457,4.343491125393493
0.30,0.024399174880423938,0.9870962558759351,2.5602441631942274,4.655419628338829,5.901476810073519,4.31898993843147
0.35,0.03285994582957539,1.0399383540154499,2.6287616419342306,4.677913878851625,5.728379446469375,4.239558091908815
0.40,0.03320787513379807,1.317945307389148,2.92816267181508,4.614976391647141,5.300041435122231,3.754000402784359
0.45,0.04672915698280196,1.4255381021743327,2.4262605502313117,2.809817351180162,2.7228534509493514,1.3894702067207962
0.50,0.02955169957353459,0.19633284946797883,-0.5705274455202058,-1.8419821965399392,-3.088162286139519,-2.7049164365688076
stroke = 5:
0.05,-0.021209642861107093,0.44019296161535276,1.2146834953180985,1.8636079332200675,3.011356717080299,4.60951159844816
0.10,-0.0013170220268586828,0.7699597922597895,1.4778749469950807,2.516425708472011,3.7082091794388155,6.512170909102716
0.15,0.005652869517676838,0.6802811664686836,1.528394314351588,3.0032584139292813,4.623637871957443,5.57027330660114
0.20,0.016322513877423794,0.8396771506040751,1.9370248026693617,3.5484504047225047,4.953713935427084,4.68739447735867
0.25,0.024353195018456664,0.9214583736461859,2.1716460004500533,3.8683654638207847,5.053287640559608,4.32918557413884
0.30,0.02685156932273707,0.9625706676408144,2.309897682323989,4.081076523884204,5.182859522801621,4.2017453894026975
0.35,0.03174996479690859,0.9837984589144468,2.383430282803394,4.190840155911464,5.240964383934318,4.10536859269543
0.40,0.03096786060642094,1.2623831292225416,2.7126345133340974,4.195374625946682,4.948815141711109,3.5866005023112364
0.45,0.04820002956249287,1.5653203390457784,2.4948141797823826,2.6774349412372933,2.5600537337682248,1.2072654772912499
0.50,0.043029013888039806,0.5775572339045678,-0.1771019733613797,-1.4511043407654138,-2.7772643795825958,-2.755511110892414
stroke = wake:
0.05,-0.032999645243930335,-0.7090846759724101,-1.3658323457078079,-1.684616307448295,-1.1491868010253747,1.3665985833895986
0.10,-0.014566551029026884,-0.2767458587349855,-0.9504213175071052,-1.3733143422597691,-1.180714403921709,1.9494309113438533
0.15,-0.00972514119303022,-0.018234709275944727,-0.42399515126282195,-0.7751497993125644,-0.31373015526000625,1.0053917423759273
0.20,-0.002975189117333743,0.023263935575725037,-0.31135808733223724,-0.7110233566936848,-0.5923104372388464,0.2955440760881398
0.25,-0.0006380497117212357,0.008109984541216697,-0.27300840654185565,-0.6685656847638657,-0.8348697940578491,-0.014305551254652826
0.30,0.0024523944423131307,-0.024525588235120632,-0.25034648087023825,-0.5743431044546252,-0.7186172872718979,-0.11724454902877213
0.35,-0.0011099810326667958,-0.056139895101003034,-0.24533135913083637,-0.4870737229401607,-0.4874150625350566,-0.1341894992133854
0.40,-0.0022400145273771266,-0.05556217816660647,-0.2155281584809825,-0.4196017657004587,-0.35122629341112166,-0.1673999004731228
0.45,0.0014708725796909114,0.13978223687144564,0.06855362955107092,-0.13238240994286876,-0.16279971718112662,-0.18220472942954635
0.50,0.013477314314505218,0.381224384436589,0.3934254721588262,0.3908778557745254,0.31089790655692306,-0.05059467432360654
