stroke = 1:
time = 0.05:
r,0,Cn,0.0086718691
r,0.52083333,Cn,0.93842492
r,1.0416667,Cn,2.291533
r,1.5625,Cn,3.2653079
r,2.0833333,Cn,3.9097741
time = 0.15:
r,0,Cn,0.015372286
r,0.52083333,Cn,0.80290966
r,1.0416667,Cn,2.295068
r,1.5625,Cn,4.7143431
r,2.0833333,Cn,5.3175469
time = 0.25:
r,0,Cn,0.026758294
r,0.52083333,Cn,0.97488886
r,1.0416667,Cn,2.6061836
r,1.5625,Cn,5.5203216
r,2.0833333,Cn,7.4922333
stroke = 5:
time = 0.05:
r,0,Cn,-0.029614176
r,0.52083333,Cn,0.019108513
r,1.0416667,Cn,0.46165168
r,1.5625,Cn,0.78807939
r,2.0833333,Cn,2.1000368
time = 0.15:
r,0,Cn,0.0078177992
r,0.52083333,Cn,0.82667907
r,1.0416667,Cn,1.7594318
r,1.5625,Cn,3.1237634
r,2.0833333,Cn,5.4844253
time = 0.25:
r,0,Cn,0.029978581
r,0.52083333,Cn,0.92818948
r,1.0416667,Cn,2.2628679
r,1.5625,Cn,4.0654028
r,2.0833333,Cn,5.5572589
