Re = 100:
mcl = 1.4604713
Re = 1000:
mcl = 1.7683933
Re = 8000:
mcl = 1.8456929
Re = 100:
mcd = 2.0537677
Re = 1000:
mcd = 1.9559486
Re = 8000:
mcd = 1.9688495
